11/4/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,13:10:00,SEVILLA  C-4,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
11/4/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,13:10:00,SEVILLA  C-4,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
14/05/2011,ANTIOQUIA,MEDELLÍN (CT),Sábado,10:35:00,CAMPO VALDES 1  C-4,URBANA,VIAS PUBLICAS,-,-,-,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
16/05/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,16:00:00,GUAYAQUIL C-10,URBANA,VIAS PUBLICAS,CONTUNDENTES,-,-,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
24/05/2011,ANTIOQUIA,MEDELLÍN (CT),Martes,19:15:00,OLAYA HERRERA C-7,URBANA,DENTRO DE LA VIVIENDA,-,A PIE,A PIE,11,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
30/05/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,22:50:00,BARRIO CAYCEDO C-9,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
13/06/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,10:10:00,LAS BRISAS C-5,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,20,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,,1
19/06/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,3:08:00,MANRIQUE CENTRAL No. 2  C-3,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,-,5001000,,1
19/06/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,3:08:00,MANRIQUE CENTRAL No. 2  C-3,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,5001000,,1
19/06/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:10:00,MANRIQUE CENTRAL No. 2  C-3,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,12,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
22/06/2011,ANTIOQUIA,MEDELLÍN (CT),Miércoles,11:20:00,SANTA CRUZ  C-2,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,AMA DE CASA,-,PRIMARIA,5001000,,1
27/06/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,8:00:00,TRICENTENARIO C-5,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
27/06/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,23:30:00,LA AVANZADA C-1,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
27/06/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,18:29:00,MANRIQUE CENTRAL No. 1  C-4,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
5/7/2011,ANTIOQUIA,MEDELLÍN (CT),Martes,1:30:00,CARIBE C-5,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
17/07/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,9:40:00,PLAZA DE FERIAS C-5,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
30/07/2011,ANTIOQUIA,MEDELLÍN (CT),Sábado,13:45:00,DOCE DE OCTUBRE C-6,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,18,FEMENINO,SOLTERO,-,NO REPORTA,-,ANALFABETA,5001000,,1
2/8/2011,ANTIOQUIA,MEDELLÍN (CT),Martes,8:25:00,AURES 1 C-7,URBANA,VIAS PUBLICAS,-,-,-,5,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,5001000,,1
16/08/2011,ANTIOQUIA,MEDELLÍN (CT),Martes,22:35:00,LAS MARGARITAS S.C.,URBANA,VIAS PUBLICAS,-,-,-,13,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
29/08/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,20:00:00,LAS INDEPENDENCIAS C-13,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
29/08/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,20:00:00,LAS INDEPENDENCIAS C-13,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
29/08/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,11:40:00,CASTILLA C-5,URBANA,VIAS PUBLICAS,-,-,-,14,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
31/08/2011,ANTIOQUIA,MEDELLÍN (CT),Miércoles,19:00:00,EL SALADO C-13,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,4,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,NO REPORTADO,5001000,,1
5/9/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,10:55:00,RECREO  C-3,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,35,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
6/9/2011,ANTIOQUIA,MEDELLÍN (CT),Martes,1:10:00,LIMONAR 1  S.A.P.,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,4,FEMENINO,NO REPORTA,COLOMBIA,NO REPORTA,-,NO REPORTADO,5001000,,1
8/9/2011,ANTIOQUIA,MEDELLÍN (CT),Jueves,9:00:00,VDA. EL TAMBO STA. E.,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,CONDUCTOR TAXI,19,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
22/09/2011,ANTIOQUIA,MEDELLÍN (CT),Jueves,19:49:00,CRISTO REY C-15,URBANA,CENTRO RECREACIONAL,-,A PIE,A PIE,12,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,NO REPORTADO,5001000,,1
26/09/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,4:30:00,KENNEDY C-6,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
6/10/2011,ANTIOQUIA,MEDELLÍN (CT),Jueves,2:20:00,PRADO C-10,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,30,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,,1
12/10/2011,ANTIOQUIA,MEDELLÍN (CT),Miércoles,23:30:00,JARDIN  C-3,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
27/10/2011,ANTIOQUIA,MEDELLÍN (CT),Jueves,15:50:00,VILLA HERMOSA C-8,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
30/10/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,9:20:00,LA OCULTA GUAYABAL  S.A.P.,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,5001000,,1
10/11/2011,ANTIOQUIA,MEDELLÍN (CT),Jueves,15:50:00,PARQUE JUAN PABLO II C-15,URBANA,PARQUES,-,A PIE,A PIE,9,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5001000,,1
13/11/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,13:00:00,EL PESEBRE C-13,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,17,FEMENINO,SOLTERO,-,NO REPORTA,-,-,5001000,,1
20/11/2011,ANTIOQUIA,MEDELLÍN (CT),Domingo,21:30:00,ORIENTE  C-3,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,,1
28/11/2011,ANTIOQUIA,MEDELLÍN (CT),Lunes,16:00:00,LOPEZ DE MESA C-7,URBANA,VIAS PUBLICAS,-,-,-,11,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
29/11/2011,ANTIOQUIA,MEDELLÍN (CT),Martes,21:00:00,VDA. SAN JOSE LA LOMA S.C.,URBANA,VIAS PUBLICAS,-,-,-,9,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,,1
23/04/2011,ANTIOQUIA,AMAGÁ,Sábado,9:15:00,-,RURAL,FINCAS Y SIMILARES,-,-,-,4,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,ANALFABETA,5030000,,1
15/01/2011,ANTIOQUIA,AMALFI,Sábado,18:30:00,ZACATIN,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5031000,,1
10/11/2011,ANTIOQUIA,ANGELÓPOLIS,Jueves,8:00:00,LA ARBOLEDA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5036000,,1
8/8/2011,ANTIOQUIA,ANORÍ,Lunes,15:30:00,CALLE ARRIBA,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,NO REPORTADA,NO REPORTADO,5040000,,1
26/05/2011,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Jueves,10:45:00,LA MAQUEA,URBANA,VIAS PUBLICAS,-,-,-,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5042000,,1
15/01/2011,ANTIOQUIA,APARTADÓ,Sábado,11:40:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,8,FEMENINO,NO REPORTA,COLOMBIA,NO REPORTA,-,NO REPORTADO,5045000,,1
19/01/2011,ANTIOQUIA,APARTADÓ,Miércoles,3:00:00,PUEBLO NUEVO,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,A PIE,A PIE,2,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,-,5045000,,1
1/3/2011,ANTIOQUIA,APARTADÓ,Martes,16:16:00,ALFONSO LOPEZ,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5045000,,1
13/04/2011,ANTIOQUIA,APARTADÓ,Miércoles,19:30:00,CUATRO DE JUNIO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,6,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5045000,,1
17/04/2011,ANTIOQUIA,APARTADÓ,Domingo,12:00:00,CGTO. EL REPOSO,RURAL,NO DEFINIDO,NO REPORTADO,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5045000,,1
27/04/2011,ANTIOQUIA,APARTADÓ,Miércoles,8:00:00,ALFONSO LOPEZ,URBANA,NO DEFINIDO,-,CONDUCTOR VEHICULO,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,-,5045000,,1
5/6/2011,ANTIOQUIA,APARTADÓ,Domingo,10:45:00,LA CHINITA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5045000,,1
5/7/2011,ANTIOQUIA,APARTADÓ,Martes,15:40:00,-,RURAL,DENTRO DE LA VIVIENDA,NO REPORTADO,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5045000,,1
19/07/2011,ANTIOQUIA,APARTADÓ,Martes,13:00:00,OBRERO,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5045000,,1
3/8/2011,ANTIOQUIA,APARTADÓ,Miércoles,10:35:00,LA CHINITA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5045000,,1
28/09/2011,ANTIOQUIA,APARTADÓ,Miércoles,21:00:00,-,RURAL,APARTAMENTO,NO REPORTADO,A PIE,A PIE,9,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,5045000,,1
10/10/2011,ANTIOQUIA,APARTADÓ,Lunes,11:10:00,OBRERO,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,17,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,NO REPORTADO,5045000,,1
11/10/2011,ANTIOQUIA,APARTADÓ,Martes,18:10:00,-,URBANA,NO DEFINIDO,-,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5045000,,1
16/10/2011,ANTIOQUIA,APARTADÓ,Domingo,19:30:00,PUEBLO NUEVO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,5045000,,1
28/10/2011,ANTIOQUIA,APARTADÓ,Viernes,6:30:00,NUEVE DE OCTUBRE,URBANA,APARTAMENTO,NO REPORTADO,A PIE,A PIE,9,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,5045000,,1
4/11/2011,ANTIOQUIA,APARTADÓ,Viernes,18:00:00,LA CHINITA,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,-,-,18,MASCULINO,SOLTERO,-,NO REPORTA,-,-,5045000,,1
6/11/2011,ANTIOQUIA,APARTADÓ,Domingo,1:00:00,SANTA MARIA LA NUEVA,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5045000,,1
8/11/2011,ANTIOQUIA,APARTADÓ,Martes,10:00:00,-,RURAL,DENTRO DE LA VIVIENDA,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,-,5045000,,1
15/11/2011,ANTIOQUIA,APARTADÓ,Martes,9:00:00,SERRANIAS,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,13,FEMENINO,-,COLOMBIA,NO REPORTA,-,-,5045000,,1
23/11/2011,ANTIOQUIA,APARTADÓ,Miércoles,8:30:00,PRIMERO DE MAYO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,2,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,-,5045000,,1
15/12/2011,ANTIOQUIA,APARTADÓ,Jueves,16:00:00,OBRERO,URBANA,DENTRO DE LA VIVIENDA,-,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5045000,,1
16/06/2011,ANTIOQUIA,ARBOLETES,Jueves,11:10:00,-,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5051000,,1
16/12/2011,ANTIOQUIA,ARBOLETES,Viernes,3:00:00,-,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,9,FEMENINO,NO REPORTA,COLOMBIA,NO REPORTA,-,NO REPORTADO,5051000,,1
5/10/2011,ANTIOQUIA,ARGELIA,Miércoles,22:00:00,GUAYAQUIL,URBANA,BOMBA DE GASOLINA,NO REPORTADO,A PIE,A PIE,17,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5055000,,1
6/3/2011,ANTIOQUIA,BARBOSA,Domingo,13:50:00,VDA. AGUAS CLARAS ABAJO,RURAL,VIAS PUBLICAS,-,A PIE,A PIE,23,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,5079000,,1
9/5/2011,ANTIOQUIA,BARBOSA,Lunes,7:30:00,ZONA CENTRO,URBANA,PLAZAS DE MERCADO,-,-,-,9,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5079000,,1
4/1/2011,ANTIOQUIA,BELLO,Martes,23:05:00,NIQUIA CAMACOL,URBANA,CASAS DE HABITACION,-,A PIE,A PIE,7,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5088000,,1
12/1/2011,ANTIOQUIA,BELLO,Miércoles,19:40:00,EL DUCANO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5088000,,1
12/2/2011,ANTIOQUIA,BELLO,Sábado,20:10:00,LA GABRIELA,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,5088000,,1
25/03/2011,ANTIOQUIA,BELLO,Viernes,18:00:00,MARUCHENGA,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,6,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,5088000,,1
1/4/2011,ANTIOQUIA,BELLO,Viernes,22:30:00,VDA. POTRERITO,URBANA,VIAS PUBLICAS,-,-,-,29,MASCULINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,5088000,,1
14/04/2011,ANTIOQUIA,BELLO,Jueves,7:34:00,PACHELLY,URBANA,VIAS PUBLICAS,-,-,-,5,FEMENINO,SOLTERO,-,NO REPORTA,-,NO REPORTADO,5088000,,1
17/04/2011,ANTIOQUIA,BELLO,Domingo,9:00:00,LA CABAÑA,URBANA,VIAS PUBLICAS,-,-,-,22,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,TECNOLOGO  AGROPECUARIA,SECUNDARIA,5088000,,1
22/05/2011,ANTIOQUIA,BELLO,Domingo,14:40:00,BALADARES,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,37,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,,1
31/05/2011,ANTIOQUIA,BELLO,Martes,14:30:00,VDA. EL SALADO,URBANA,VIAS PUBLICAS,-,-,-,13,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,,1
26/06/2011,ANTIOQUIA,BELLO,Domingo,23:30:00,ZAMORA,URBANA,VIAS PUBLICAS,CORTOPUNZANTES,CONDUCTOR TAXI,CONDUCTOR TAXI,20,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,,1
10/8/2011,ANTIOQUIA,BELLO,Miércoles,21:50:00,ZONA CENTRO,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,5088000,,1
7/10/2011,ANTIOQUIA,BELLO,Viernes,19:35:00,LA CAMILA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,PRIMARIA,5088000,,1
23/10/2011,ANTIOQUIA,BELLO,Domingo,19:45:00,PRADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,,1
23/10/2011,ANTIOQUIA,BELLO,Domingo,21:30:00,EL ROSARIO,URBANA,APARTAMENTO,NO REPORTADO,A PIE,A PIE,12,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5088000,,1
18/12/2011,ANTIOQUIA,BELLO,Domingo,20:30:00,LAS GRANJAS,URBANA,VIAS PUBLICAS,-,-,-,29,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5088000,,1
27/10/2011,ANTIOQUIA,CIUDAD BOLÍVAR,Jueves,9:00:00,EL CABRERO,RURAL,FINCAS Y SIMILARES,-,A PIE,A PIE,5,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,5101000,,1
5/4/2011,ANTIOQUIA,CALDAS,Martes,12:00:00,VDA. LA CORRALA,RURAL,FINCAS Y SIMILARES,-,-,-,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5129000,,1
16/08/2011,ANTIOQUIA,CALDAS,Martes,20:50:00,VDA. LA CHUSCALA,RURAL,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,NO REPORTADO,5129000,,1
11/12/2011,ANTIOQUIA,CALDAS,Domingo,16:05:00,VDA. LA CLARA,RURAL,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5129000,,1
