0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,,20
7/7/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:22:00,FATIMA E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,,1
7/7/2019,CUNDINAMARCA,CUCUNUBÁ,Domingo,13:45:00,VER. LA FLORIDA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,25224000,,1
7/7/2019,CUNDINAMARCA,TENA,Domingo,20:30:00,INSP.LA GRAN VIA,URBANA,APARTAMENTO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,25797000,,1
7/7/2019,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Domingo,18:00:00,VEREDA PUERTO CACHICAMO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,95001000,,1
7/7/2019,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Domingo,0:00:00,VEREDA PUERTO CACHICAMO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,95001000,,1
7/7/2019,MAGDALENA,SANTA MARTA (CT),Domingo,16:50:00,VILLA DEL MAR,URBANA,TRANSPORTE PÚBLICO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO BUS,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,,1
7/7/2019,MAGDALENA,SANTA MARTA (CT),Domingo,16:50:00,VILLA DEL MAR,URBANA,TRANSPORTE PÚBLICO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO BUS,39,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,,1
7/7/2019,NARIÑO,EL CHARCO,Domingo,20:20:00,CENTRO,URBANA,INSTALACIONES DE LA POLICIA,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,TECNICO PROFESIONAL EN SERVICIO DE POLICIA,TECNICO,52250000,,1
7/7/2019,NARIÑO,PROVIDENCIA,Domingo,8:00:00,VEREDA SANTA LUCIA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52565000,,1
7/7/2019,NORTE DE SANTANDER,LOS PATIOS,Domingo,8:20:00,BARRIO CHAPARRAL,URBANA,TROCHA,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,-,PRIMARIA,54405000,,1
7/7/2019,PUTUMAYO,MOCOA (CT),Domingo,6:30:00,INDEPENDENCIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,UNION LIBRE,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,86001000,,1
7/7/2019,PUTUMAYO,ORITO,Domingo,13:38:00,VDA. OSIRIS,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86320000,,1
7/7/2019,SANTANDER,BARRANCABERMEJA,Domingo,23:13:00,LA CAMPANA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,68081000,,1
7/7/2019,TOLIMA,SALDAÑA,Domingo,1:25:00,20 DE JULIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73671000,,1
7/7/2019,VALLE,CALI (CT),Domingo,20:30:00,SAN CRISTOBAL E10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,6:30:00,EL RETIRO E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,1:50:00,PETECUY III E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,3:40:00,EL GUABAL E10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,1:40:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,8:03:00,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,0:41:00,JOSE M. MARROQUIN II E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
7/7/2019,VALLE,CALI (CT),Domingo,2:10:00,POTRERO GRANDE E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
7/7/2019,VALLE,GUACARÍ,Domingo,20:00:00,PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76318000,,1
7/7/2019,VALLE,GUADALAJARA DE BUGA,Domingo,0:38:00,VALLE REAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76111000,,1
7/7/2019,VALLE,PALMIRA,Domingo,16:30:00,LORETO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76520000,,1
7/7/2019,VALLE,PALMIRA,Domingo,0:45:00,LA ORLIDIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,58,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76520000,,1
8/7/2019,ANTIOQUIA,BELLO,Lunes,20:30:00,LA CUMBRE,URBANA,PELUQUERIA Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,,1
8/7/2019,ANTIOQUIA,BELLO,Lunes,4:00:00,BUENOS AIRES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,,1
8/7/2019,ANTIOQUIA,MUTATÁ,Lunes,2:00:00,CGTO. PAVARANDO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5480000,,1
8/7/2019,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Lunes,6:30:00,MORADITAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5042000,,1
8/7/2019,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Lunes,6:30:00,MORADITAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5042000,,1
8/7/2019,ANTIOQUIA,YOLOMBÓ,Lunes,6:20:00,PARQUE PRINCIPAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5890000,,1
8/7/2019,ARAUCA,FORTUL,Lunes,14:30:00,VEREDA PALMERITO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,81300000,,1
8/7/2019,CALDAS,PÁCORA,Lunes,16:30:00,VDA SAN BARTOLOME,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,75,MASCULINO,CASADO,COLOMBIA,GANADERO,-,SECUNDARIA,17513000,,1
8/7/2019,CAUCA,CORINTO,Lunes,0:30:00,Vda La Elvira,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,19212000,,1
8/7/2019,CAUCA,CORINTO,Lunes,0:30:00,VDA MIRA VALLE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,19212000,,1
8/7/2019,CAUCA,EL TAMBO,Lunes,20:10:00,VDA BARAYA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19256000,,1
8/7/2019,CAUCA,EL TAMBO,Lunes,20:10:00,VDA BARAYA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19256000,,1
8/7/2019,CAUCA,TORIBIO,Lunes,21:00:00,C/MIENTO TACUEYO,RURAL,RESGUARDO INDÍGENA,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,19821000,,1
8/7/2019,CÓRDOBA,BUENAVISTA,Lunes,20:00:00,VEREDA BELEN,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,23079000,,1
8/7/2019,CÓRDOBA,MONTELÍBANO,Lunes,13:30:00,27 DE JULIO,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,23466000,,1
8/7/2019,CÓRDOBA,MONTERÍA (CT),Lunes,17:20:00,CANTACLARO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23001000,,1
8/7/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,11:20:00,LOURDES E-2,URBANA,APARTAMENTO,CONTUNDENTES,A PIE,A PIE,67,MASCULINO,SOLTERO,CHILE,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
8/7/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,19:36:00,BOLONIA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
8/7/2019,CUNDINAMARCA,ZIPAQUIRÁ,Lunes,23:05:00,SAN JUANITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25899000,,1
8/7/2019,GUAJIRA,DIBULLA,Lunes,19:40:00,CORREGIMIENTO DE MINGUEO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,44090000,,1
8/7/2019,MAGDALENA,SANTA MARTA (CT),Lunes,19:45:00,RODADERO TRADICIONAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,47001000,,1
8/7/2019,NARIÑO,SAN ANDRES DE TUMACO,Lunes,16:00:00,CORREGIMIENTO LLORENTE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,52835000,,1
8/7/2019,RISARALDA,DOSQUEBRADAS,Lunes,5:30:00,GUADUALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,66170000,,1
8/7/2019,RISARALDA,DOSQUEBRADAS,Lunes,3:00:00,EL JAPON,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,CASADO,COLOMBIA,EMPLEADO PUBLICO,-,SUPERIOR,66170000,,1
8/7/2019,TOLIMA,CHAPARRAL,Lunes,18:00:00,VRDA. CALARMA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,73168000,,1
8/7/2019,VALLE,BUENAVENTURA,Lunes,20:00:00,VEREDA SAN ISIDRO,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,40,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76109000,,1
8/7/2019,VALLE,CALI (CT),Lunes,1:40:00,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
8/7/2019,VALLE,CALI (CT),Lunes,9:30:00,NUEVA FLORESTA E12,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
8/7/2019,VALLE,CALI (CT),Lunes,22:17:00,LLERAS CAMARGO E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
8/7/2019,VALLE,CANDELARIA,Lunes,6:20:00,CGTO VILLAGORGONA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,76130000,,1
8/7/2019,VALLE,PALMIRA,Lunes,10:06:00,HUGO VARELA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76520000,,1
8/7/2019,VALLE,PRADERA,Lunes,19:15:00,ALTO DEL CASTILLO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76563000,,1
8/7/2019,VALLE,SEVILLA,Lunes,21:30:00,FUNDADORES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76736000,,1
9/7/2019,ANTIOQUIA,MEDELLÍN (CT),Martes,5:58:00,VILLANUEVA C-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,-,COLOMBIA,DESEMPLEADO,-,-,5001000,,1
9/7/2019,ANTIOQUIA,MEDELLÍN (CT),Martes,9:33:00,VDA. EL ASTILLERO S.A.P.,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,,1
9/7/2019,ANTIOQUIA,SAN ROQUE,Martes,12:15:00,CANDELARIA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5670000,,1
9/7/2019,ANTIOQUIA,SEGOVIA,Martes,10:40:00,LIBORIO BATALLER,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5736000,,1
9/7/2019,ARAUCA,ARAUQUITA,Martes,9:50:00,VEREDA EL TRONCAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,PRIMARIA,81065000,,1
9/7/2019,ATLÁNTICO,SOLEDAD,Martes,3:40:00,LA ESPERANZA,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8758000,,1
9/7/2019,BOLÍVAR,CARTAGENA (CT),Martes,16:55:00,REP. DE CHILE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
9/7/2019,BOLÍVAR,CARTAGENA (CT),Martes,22:29:00,EL CAMPESTRE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
9/7/2019,CAQUETÁ,FLORENCIA (CT),Martes,17:00:00,EL CUNDUY,URBANA,CARCELES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,18001000,,1
9/7/2019,CAUCA,CORINTO,Martes,11:00:00,VDA EL JAGUAL,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19212000,,1
9/7/2019,CAUCA,GUACHENÉ,Martes,12:10:00,VDA LA CABAÑA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19300000,,1
9/7/2019,CAUCA,SANTANDER DE QUILICHAO,Martes,21:45:00,VDA DOMINGUILLO,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19698000,,1
9/7/2019,CÓRDOBA,SAN PELAYO,Martes,12:00:00,GTO PUERTO NUEVO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,23686000,,1
9/7/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,17:00:00,ARBORIZADORA ALTA E-19,RURAL,BOSQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
9/7/2019,NORTE DE SANTANDER,CÚCUTA (CT),Martes,20:35:00,BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,54001000,,1
9/7/2019,VALLE,BUGALAGRANDE,Martes,21:08:00,CTO. CEILAN,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,65,MASCULINO,CASADO,COLOMBIA,CANDIDATOS,-,PRIMARIA,76113000,,1
9/7/2019,VALLE,CALI (CT),Martes,9:15:00,SANTA ROSA E3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,,1
9/7/2019,VALLE,CALI (CT),Martes,21:12:00,LAUREANO GOMEZ E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,76001000,,1
9/7/2019,VALLE,CANDELARIA,Martes,21:25:00,CGTO EL TIPLE,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76130000,,1
9/7/2019,VICHADA,PUERTO CARREÑO (CT),Martes,21:25:00,SIMON BOLIVAR,URBANA,RIVERAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,-,INDEPENDIENTE,-,NO REPORTADO,99001000,,2
10/7/2019,ANTIOQUIA,BARBOSA,Miércoles,6:40:00,VDA. LAJAS,RURAL,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5079000,,1
10/7/2019,ANTIOQUIA,CÁCERES,Miércoles,20:30:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,5120000,,1
10/7/2019,ANTIOQUIA,EL BAGRE,Miércoles,4:00:00,PUERTO CLAVER,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5250000,,1
10/7/2019,ANTIOQUIA,EL CARMEN DE VIBORAL,Miércoles,11:40:00,EL BERNAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5148000,,1
10/7/2019,ANTIOQUIA,MEDELLÍN (CT),Miércoles,13:51:00,LOS NARANJOS C-14,URBANA,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,49,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5001000,,1
10/7/2019,ANTIOQUIA,TARAZÁ,Miércoles,23:00:00,LAS ACACIAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5790000,,1
10/7/2019,ANTIOQUIA,VENECIA,Miércoles,9:40:00,LA MINA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5861000,,1
10/7/2019,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,10:40:00,LIPAYA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,,1
10/7/2019,CAUCA,CAJIBÍO,Miércoles,12:00:00,CORREGIMIENTO EL CARMELO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,VENEZUELA,INDEPENDIENTE,-,PRIMARIA,19130000,,1
10/7/2019,CÓRDOBA,MONTERÍA (CT),Miércoles,22:00:00,SANTAFE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23001000,,1
10/7/2019,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,20:25:00,CARACOLI E-19,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
10/7/2019,GUAVIARE,EL RETORNO,Miércoles,21:00:00,BARRIO PRIMERO DE NOVIEMBRE,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,95025000,,1
10/7/2019,NARIÑO,OLAYA HERRERA,Miércoles,19:00:00,BARRIO LLANO VERDE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52490000,,1
10/7/2019,RISARALDA,PEREIRA (CT),Miércoles,14:00:00,OLAYA HERRERA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,66001000,,1
10/7/2019,TOLIMA,IBAGUÉ (CT),Miércoles,21:20:00,BUENAVENTURA,URBANA,CANCHA DE FUTBOL,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,,1
10/7/2019,VALLE,CALI (CT),Miércoles,16:45:00,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO VEHICULO,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,,1
